24IN0087, 24RS0087, 375.00, 18.75, 356.25, 2024-12-01, Paid
24IN0088, 24RS0088, 750.00, 37.50, 712.50, 2024-12-01, Paid
24IN0089, 24RS0089, 960.00, 48.00, 912.00, 2024-12-01, Paid
24IN0090, 24RS0090, 960.00, 48.00, 912.00, 2024-12-01, Paid
24IN0091, 24RS0091, 1190.00, 59.50, 1130.50, 2024-12-01, Paid
24IN0092, 24RS0092, 340.00, 17.00, 323.00, 2024-12-01, Paid
24IN0093, 24RS0093, 375.00, 18.75, 356.25, 2024-12-01, Paid
24IN0094, 24RS0094, 625.00, 31.25, 593.75, 2024-12-02, Paid
24IN0095, 24RS0095, 2000.00, 100.00, 1900.00, 2024-12-02, Paid
24IN0096, 24RS0096, 1375.00, 68.75, 1306.25, 2024-12-03, Paid
24IN0097, 24RS0097, 1280.00, 64.00, 1216.00, 2024-12-03, Paid
24IN0098, 24RS0098, 1625.00, 81.25, 1543.75, 2024-12-03, Paid
24IN0099, 24RS0099, 2000.00, 100.00, 1900.00, 2024-12-03, Paid
24IN0100, 24RS0100, 900.00, 45.00, 855.00, 2024-12-05, Paid
24IN0101, 24RS0101, 1125.00, 56.25, 1068.75, 2024-12-07, Paid
24IN0102, 24RS0102, 480.00, 24.00, 456.00, 2024-12-07, Paid
24IN0103, 24RS0103, 680.00, 34.00, 646.00, 2024-12-08, Paid
24IN0104, 24RS0104, 1120.00, 56.00, 1064.00, 2024-12-08, Paid
24IN0105, 24RS0105, 750.00, 37.50, 712.50, 2024-12-08, Paid
24IN0106, 24RS0106, 1600.00, 80.00, 1520.00, 2024-12-10, Paid
24IN0107, 24RS0107, 1530.00, 76.50, 1453.50, 2024-12-11, Paid
24IN0108, 24RS0108, 1260.00, 63.00, 1197.00, 2024-12-12, Paid
24IN0109, 24RS0109, 1020.00, 51.00, 969.00, 2024-12-12, Paid
24IN0110, 24RS0110, 1125.00, 56.25, 1068.75, 2024-12-12, Paid
24IN0111, 24RS0111, 540.00, 27.00, 513.00, 2024-12-13, Paid
24IN0112, 24RS0112, 1260.00, 63.00, 1197.00, 2024-12-14, Paid
24IN0113, 24RS0113, 1000.00, 50.00, 950.00, 2024-12-17, Paid
24IN0114, 24RS0114, 750.00, 37.50, 712.50, 2024-12-17, Paid
24IN0115, 24RS0115, 1190.00, 59.50, 1130.50, 2024-12-18, Paid
24IN0116, 24RS0116, 1000.00, 50.00, 950.00, 2024-12-18, Paid
24IN0117, 24RS0117, 1980.00, 99.00, 1881.00, 2024-12-19, Paid
24IN0118, 24RS0118, 1190.00, 59.50, 1130.50, 2024-12-19, Paid
24IN0119, 24RS0119, 875.00, 43.75, 831.25, 2024-12-20, Paid
24IN0120, 24RS0120, 1125.00, 56.25, 1068.75, 2024-12-21, Paid
24IN0121, 24RS0121, 500.00, 25.00, 475.00, 2024-12-21, Paid
24IN0122, 24RS0122, 1260.00, 63.00, 1197.00, 2024-12-23, Paid
24IN0123, 24RS0123, 1000.00, 50.00, 950.00, 2024-12-24, Paid
24IN0124, 24RS0124, 1120.00, 56.00, 1064.00, 2024-12-24, Paid
24IN0125, 24RS0125, 800.00, 40.00, 760.00, 2024-12-24, Paid
24IN0126, 24RS0126, 1190.00, 59.50, 1130.50, 2024-12-24, Paid
24IN0127, 24RS0127, 480.00, 24.00, 456.00, 2024-12-24, Paid
24IN0128, 24RS0128, 875.00, 43.75, 831.25, 2024-12-24, Paid
24IN0129, 24RS0129, 750.00, 37.50, 712.50, 2024-12-24, Paid
24IN0130, 24RS0130, 1190.00, 59.50, 1130.50, 2024-12-24, Paid
24IN0131, 24RS0131, 1020.00, 51.00, 969.00, 2024-12-25, Paid
24IN0132, 24RS0132, 500.00, 25.00, 475.00, 2024-12-25, Paid
24IN0133, 24RS0133, 1080.00, 54.00, 1026.00, 2024-12-25, Paid
24IN0134, 24RS0134, 960.00, 48.00, 912.00, 2024-12-25, Paid
24IN0135, 24RS0135, 800.00, 40.00, 760.00, 2024-12-25, Paid
24IN0136, 24RS0136, 250.00, 12.50, 237.50, 2024-12-26, Paid
24IN0137, 24RS0137, 1020.00, 51.00, 969.00, 2024-12-27, Paid
24IN0138, 24RS0138, 250.00, 12.50, 237.50, 2024-12-29, Paid
24IN0139, 24RS0139, 480.00, 24.00, 456.00, 2024-12-30, Paid
24IN0140, 24RS0140, 540.00, 27.00, 513.00, 2024-12-30, Paid
24IN0141, 24RS0141, 250.00, 12.50, 237.50, 2024-12-31, Paid
24IN0142, 24RS0142, 250.00, 12.50, 237.50, 2025-01-01, Paid
24IN0143, 24RS0143, 680.00, 34.00, 646.00, 2025-01-03, Paid
24IN0144, 24RS0144, 680.00, 34.00, 646.00, 2025-01-03, Paid
24IN0145, 24RS0145, 1080.00, 54.00, 1026.00, 2025-01-06, Paid
24IN0146, 24RS0146, 1190.00, 59.50, 1130.50, 2025-01-08, Paid
24IN0147, 24RS0147, 625.00, 31.25, 593.75, 2025-01-10, Paid
24IN0148, 24RS0148, 900.00, 45.00, 855.00, 2025-01-13, Paid
24IN0149, 24RS0149, 850.00, 42.50, 807.50, 2025-01-15, Paid
24IN0150, 24RS0150, 750.00, 37.50, 712.50, 2025-01-17, Paid
24IN0151, 24RS0151, 375.00, 18.75, 356.25, 2025-01-20, Paid
24IN0152, 24RS0152, 375.00, 18.75, 356.25, 2025-01-24, Paid
24IN0153, 24RS0153, 510.00, 25.50, 484.50, 2025-01-27, Paid
24IN0154, 24RS0154, 250.00, 12.50, 237.50, 2025-01-28, Paid
24IN0155, 24RS0155, 680.00, 34.00, 646.00, 2025-01-30, Paid
24IN0156, 24RS0156, 1620.00, 81.00, 1539.00, 2025-02-01, Paid
24IN0157, 24RS0157, 875.00, 43.75, 831.25, 2025-02-03, Paid
24IN0158, 24RS0158, 1920.00, 96.00, 1824.00, 2025-02-03, Paid
24IN0159, 24RS0159, 1120.00, 56.00, 1064.00, 2025-02-05, Paid
24IN0160, 24RS0160, 875.00, 43.75, 831.25, 2025-02-08, Paid
24IN0161, 24RS0161, 1600.00, 80.00, 1520.00, 2025-02-10, Paid
24IN0162, 24RS0162, 750.00, 37.50, 712.50, 2025-02-11, Paid
24IN0163, 24RS0163, 960.00, 48.00, 912.00, 2025-02-15, Paid
24IN0164, 24RS0164, 625.00, 31.25, 593.75, 2025-02-19, Paid
24IN0165, 24RS0165, 1260.00, 63.00, 1197.00, 2025-02-20, Paid
24IN0166, 24RS0166, 1260.00, 63.00, 1197.00, 2025-02-21, Paid
24IN0167, 24RS0167, 320.00, 16.00, 304.00, 2025-02-28, Paid
24IN0168, 24RS0168, 720.00, 36.00, 684.00, 2025-03-08, Paid
24IN0169, 24RS0169, 750.00, 37.50, 712.50, 2025-03-09, Paid
24IN0170, 24RS0170, 1280.00, 64.00, 1216.00, 2025-03-12, Paid
24IN0171, 24RS0171, 625.00, 31.25, 593.75, 2025-03-15, Paid
24IN0172, 24RS0172, 1120.00, 56.00, 1064.00, 2025-03-18, Paid
24IN0173, 24RS0173, 1375.00, 68.75, 1306.25, 2025-03-21, Paid
24IN0174, 24RS0174, 1800.00, 90.00, 1710.00, 2025-03-27, Paid
24IN0175, 24RS0175, 250.00, 12.50, 237.50, 2025-04-04, Paid
24IN0176, 24RS0176, 625.00, 31.25, 593.75, 2025-04-05, Paid
24IN0177, 24RS0177, 1260.00, 63.00, 1197.00, 2025-04-05, Paid
24IN0178, 24RS0178, 1080.00, 54.00, 1026.00, 2025-04-07, Paid
24IN0179, 24RS0179, 2200.00, 110.00, 2090.00, 2025-04-10, Paid
24IN0180, 24RS0180, 875.00, 43.75, 831.25, 2025-04-10, Paid
24IN0181, 24RS0181, 320.00, 16.00, 304.00, 2025-04-10, Paid
24IN0182, 24RS0182, 800.00, 40.00, 760.00, 2025-04-10, Paid
24IN0183, 24RS0183, 1125.00, 56.25, 1068.75, 2025-04-11, Paid
24IN0184, 24RS0184, 1700.00, 85.00, 1615.00, 2025-04-12, Paid
24IN0185, 24RS0185, 1120.00, 56.00, 1064.00, 2025-04-12, Paid
24IN0186, 24RS0186, 640.00, 32.00, 608.00, 2025-04-14, Paid
24IN0187, 24RS0187, 250.00, 12.50, 237.50, 2025-04-14, Paid
24IN0188, 24RS0188, 1200.00, 60.00, 1140.00, 2025-04-14, Paid
24IN0189, 24RS0189, 1120.00, 56.00, 1064.00, 2025-04-17, Paid
24IN0190, 24RS0190, 375.00, 18.75, 356.25, 2025-04-18, Paid
24IN0191, 24RS0191, 1120.00, 56.00, 1064.00, 2025-04-20, Paid
24IN0192, 24RS0192, 480.00, 24.00, 456.00, 2025-04-23, Paid
24IN0193, 24RS0193, 960.00, 48.00, 912.00, 2025-04-24, Paid
24IN0194, 24RS0194, 320.00, 16.00, 304.00, 2025-04-28, Paid
24IN0195, 24RS0195, 160.00, 8.00, 152.00, 2025-04-30, Paid05-
24IN0196, 24RS0196, 800.00, 40.00, 760.00, 2025-05-01, Paid
24IN0197, 24RS0197, 2250.00, 112.50, 2137.50, 2025-05-01, Paid
24IN0198, 24RS0198, 500.00, 25.00, 475.00, 2025-05-01, Paid
25IN0199, 25RS0199, 750.00, 37.50, 712.50, 2025-05-01, Paid
25IN0200, 25RS0200, 1190.00, 59.50, 1130.50, 2025-05-01, Paid24IN0001, 24RS0001, 160.00, 8.00, 152.00, 2024-07-25, Paid
24IN0002, 24RS0002, 510.00, 25.50, 484.50, 2024-07-25, Paid
24IN0003, 24RS0003, 375.00, 18.75, 356.25, 2024-07-25, Paid
24IN0004, 24RS0004, 850.00, 42.50, 807.50, 2024-07-25, Paid
24IN0005, 24RS0005, 1280.00, 64.00, 1216.00, 2024-07-25, Paid
24IN0006, 24RS0006, 2000.00, 100.00, 1900.00, 2024-07-26, Paid
24IN0007, 24RS0007, 2800.00, 140.00, 2660.00, 2024-07-27, Paid
24IN0008, 24RS0008, 375.00, 18.75, 356.25, 2024-07-30, Paid
24IN0009, 24RS0009, 480.00, 24.00, 456.00, 2024-07-30, Paid
24IN0010, 24RS0010, 625.00, 31.25, 593.75, 2024-07-30, Paid
24IN0011, 24RS0011, 1440.00, 72.00, 1368.00, 2024-07-31, Paid
24IN0012, 24RS0012, 1750.00, 87.50, 1662.50, 2024-08-05, Paid
24IN0013, 24RS0013, 500.00, 25.00, 475.00, 2024-08-05, Paid
24IN0014, 24RS0014, 850.00, 42.50, 807.50, 2024-08-06, Paid
24IN0015, 24RS0015, 500.00, 25.00, 475.00, 2024-08-10, Paid
24IN0016, 24RS0016, 625.00, 31.25, 593.75, 2024-09-01, Paid
24IN0017, 24RS0017, 2000.00, 100.00, 1900.00, 2024-09-05, Paid
24IN0018, 24RS0018, 250.00, 12.50, 237.50, 2024-09-08, Paid
24IN0019, 24RS0019, 500.00, 25.00, 475.00, 2024-09-08, Paid
24IN0020, 24RS0020, 800.00, 40.00, 760.00, 2024-09-10, Paid
24IN0021, 24RS0021, 250.00, 12.50, 237.50, 2024-09-11, Paid
24IN0022, 24RS0022, 875.00, 43.75, 831.25, 2024-09-11, Paid
24IN0023, 24RS0023, 1620.00, 81.00, 1539.00, 2024-09-21, Paid
24IN0024, 24RS0024, 720.00, 36.00, 684.00, 2024-09-21, Paid
24IN0025, 24RS0025, 625.00, 31.25, 593.75, 2024-09-21, Paid
24IN0026, 24RS0026, 1280.00, 64.00, 1216.00, 2024-09-22, Paid
24IN0027, 24RS0027, 2550.00, 127.50, 2422.50, 2024-09-25, Paid
24IN0028, 24RS0028, 1360.00, 68.00, 1292.00, 2024-09-27, Paid
24IN0029, 24RS0029, 1800.00, 90.00, 1710.00, 2024-09-29, Paid
24IN0030, 24RS0030, 640.00, 32.00, 608.00, 2024-10-01, Paid
24IN0031, 24RS0031, 960.00, 48.00, 912.00, 2024-10-01, Paid
24IN0032, 24RS0032, 320.00, 16.00, 304.00, 2024-10-01, Paid
24IN0033, 24RS0033, 1120.00, 56.00, 1064.00, 2024-10-01, Paid
24IN0034, 24RS0034, 1260.00, 63.00, 1197.00, 2024-10-02, Paid
24IN0035, 24RS0035, 250.00, 12.50, 237.50, 2024-10-04, Paid
24IN0036, 24RS0036, 850.00, 42.50, 807.50, 2024-10-05, Paid
24IN0037, 24RS0037, 680.00, 34.00, 646.00, 2024-10-08, Paid
24IN0038, 24RS0038, 1750.00, 87.50, 1662.50, 2024-10-13, Paid
24IN0039, 24RS0039, 1020.00, 51.00, 969.00, 2024-10-17, Paid
24IN0040, 24RS0040, 750.00, 37.50, 712.50, 2024-10-17, Paid
24IN0041, 24RS0041, 375.00, 18.75, 356.25, 2024-10-20, Paid
24IN0042, 24RS0042, 500.00, 25.00, 475.00, 2024-10-20, Paid
24IN0043, 24RS0043, 800.00, 40.00, 760.00, 2024-10-20, Paid
24IN0044, 24RS0044, 1600.00, 80.00, 1520.00, 2024-10-20, Paid
24IN0045, 24RS0045, 900.00, 45.00, 855.00, 2024-10-25, Paid
24IN0046, 24RS0046, 250.00, 12.50, 237.50, 2024-11-02, Paid
24IN0047, 24RS0047, 320.00, 16.00, 304.00, 2024-11-03, Paid
24IN0048, 24RS0048, 340.00, 17.00, 323.00, 2024-11-03, Paid
24IN0049, 24RS0049, 2800.00, 140.00, 2660.00, 2024-11-03, Paid
24IN0050, 24RS0050, 320.00, 16.00, 304.00, 2024-11-04, Paid
24IN0051, 24RS0051, 250.00, 12.50, 237.50, 2024-11-04, Paid
24IN0052, 24RS0052, 500.00, 25.00, 475.00, 2024-11-06, Paid
24IN0053, 24RS0053, 320.00, 16.00, 304.00, 2024-11-07, Paid
24IN0054, 24RS0054, 1080.00, 54.00, 1026.00, 2024-11-09, Paid
24IN0055, 24RS0055, 375.00, 18.75, 356.25, 2024-11-10, Paid
24IN0056, 24RS0056, 1250.00, 62.50, 1187.50, 2024-11-11, Paid
24IN0057, 24RS0057, 640.00, 32.00, 608.00, 2024-11-11, Paid
24IN0058, 24RS0058, 1190.00, 59.50, 1130.50, 2024-11-11, Paid
24IN0059, 24RS0059, 1530.00, 76.50, 1453.50, 2024-11-11, Paid
24IN0060, 24RS0060, 720.00, 36.00, 684.00, 2024-11-11, Paid
24IN0061, 24RS0061, 1800.00, 90.00, 1710.00, 2024-11-11, Paid
24IN0062, 24RS0062, 1000.00, 50.00, 950.00, 2024-11-12, Paid
24IN0063, 24RS0063, 1120.00, 56.00, 1064.00, 2024-11-15, Paid
24IN0064, 24RS0064, 1080.00, 54.00, 1026.00, 2024-11-19, Paid
24IN0065, 24RS0065, 640.00, 32.00, 608.00, 2024-11-19, Paid
24IN0066, 24RS0066, 1620.00, 81.00, 1539.00, 2024-11-20, Paid
24IN0067, 24RS0067, 1000.00, 50.00, 950.00, 2024-11-20, Paid
24IN0068, 24RS0068, 1280.00, 64.00, 1216.00, 2024-11-21, Paid
24IN0069, 24RS0069, 1440.00, 72.00, 1368.00, 2024-11-23, Paid
24IN0070, 24RS0070, 750.00, 37.50, 712.50, 2024-11-24, Paid
24IN0071, 24RS0071, 640.00, 32.00, 608.00, 2024-11-26, Paid
24IN0072, 24RS0072, 1260.00, 63.00, 1197.00, 2024-11-26, Paid
24IN0073, 24RS0073, 720.00, 36.00, 684.00, 2024-11-27, Paid
24IN0074, 24RS0074, 1000.00, 50.00, 950.00, 2024-11-27, Paid
24IN0075, 24RS0075, 2340.00, 117.00, 2223.00, 2024-11-27, Paid
24IN0076, 24RS0076, 500.00, 25.00, 475.00, 2024-11-28, Paid
24IN0077, 24RS0077, 1375.00, 68.75, 1306.25, 2024-11-28, Paid
24IN0078, 24RS0078, 625.00, 31.25, 593.75, 2024-11-28, Paid
24IN0079, 24RS0079, 1120.00, 56.00, 1064.00, 2024-11-28, Paid
24IN0080, 24RS0080, 1125.00, 56.25, 1068.75, 2024-11-28, Paid
24IN0081, 24RS0081, 1920.00, 96.00, 1824.00, 2024-11-28, Paid
24IN0082, 24RS0082, 1120.00, 56.00, 1064.00, 2024-11-28, Paid
24IN0083, 24RS0083, 1190.00, 59.50, 1130.50, 2024-11-28, Paid
24IN0084, 24RS0084, 1750.00, 87.50, 1662.50, 2024-11-28, Paid
24IN0085, 24RS0085, 680.00, 34.00, 646.00, 2024-11-30, Paid
24IN0086, 24RS0086, 1200.00, 60.00, 1140.00, 2024-11-30, Paid
24IN0087, 24RS0087, 375.00, 18.75, 356.25, 2024-12-01, Paid
24IN0088, 24RS0088, 750.00, 37.50, 712.50, 2024-12-01, Paid
24IN0089, 24RS0089, 960.00, 48.00, 912.00, 2024-12-01, Paid
24IN0090, 24RS0090, 960.00, 48.00, 912.00, 2024-12-01, Paid
24IN0091, 24RS0091, 1190.00, 59.50, 1130.50, 2024-12-01, Paid
24IN0092, 24RS0092, 340.00, 17.00, 323.00, 2024-12-01, Paid
24IN0093, 24RS0093, 375.00, 18.75, 356.25, 2024-12-01, Paid
24IN0094, 24RS0094, 625.00, 31.25, 593.75, 2024-12-02, Paid
24IN0095, 24RS0095, 2000.00, 100.00, 1900.00, 2024-12-02, Paid
24IN0096, 24RS0096, 1375.00, 68.75, 1306.25, 2024-12-03, Paid
24IN0097, 24RS0097, 1280.00, 64.00, 1216.00, 2024-12-03, Paid
24IN0098, 24RS0098, 1625.00, 81.25, 1543.75, 2024-12-03, Paid
24IN0099, 24RS0099, 2000.00, 100.00, 1900.00, 2024-12-03, Paid
24IN0100, 24RS0100, 900.00, 45.00, 855.00, 2024-12-05, Paid
24IN0101, 24RS0101, 1125.00, 56.25, 1068.75, 2024-12-07, Paid
24IN0102, 24RS0102, 480.00, 24.00, 456.00, 2024-12-07, Paid
24IN0103, 24RS0103, 680.00, 34.00, 646.00, 2024-12-08, Paid
24IN0104, 24RS0104, 1120.00, 56.00, 1064.00, 2024-12-08, Paid
24IN0105, 24RS0105, 750.00, 37.50, 712.50, 2024-12-08, Paid
24IN0106, 24RS0106, 1600.00, 80.00, 1520.00, 2024-12-10, Paid
24IN0107, 24RS0107, 1530.00, 76.50, 1453.50, 2024-12-11, Paid
24IN0108, 24RS0108, 1260.00, 63.00, 1197.00, 2024-12-12, Paid
24IN0109, 24RS0109, 1020.00, 51.00, 969.00, 2024-12-12, Paid
24IN0110, 24RS0110, 1125.00, 56.25, 1068.75, 2024-12-12, Paid
24IN0111, 24RS0111, 540.00, 27.00, 513.00, 2024-12-13, Paid
24IN0112, 24RS0112, 1260.00, 63.00, 1197.00, 2024-12-14, Paid
24IN0113, 24RS0113, 1000.00, 50.00, 950.00, 2024-12-17, Paid
24IN0114, 24RS0114, 750.00, 37.50, 712.50, 2024-12-17, Paid
24IN0115, 24RS0115, 1190.00, 59.50, 1130.50, 2024-12-18, Paid
24IN0116, 24RS0116, 1000.00, 50.00, 950.00, 2024-12-18, Paid
24IN0117, 24RS0117, 1980.00, 99.00, 1881.00, 2024-12-19, Paid
24IN0118, 24RS0118, 1190.00, 59.50, 1130.50, 2024-12-19, Paid
24IN0119, 24RS0119, 875.00, 43.75, 831.25, 2024-12-20, Paid
24IN0120, 24RS0120, 1125.00, 56.25, 1068.75, 2024-12-21, Paid
24IN0121, 24RS0121, 500.00, 25.00, 475.00, 2024-12-21, Paid
24IN0122, 24RS0122, 1260.00, 63.00, 1197.00, 2024-12-23, Paid
24IN0123, 24RS0123, 1000.00, 50.00, 950.00, 2024-12-24, Paid
24IN0124, 24RS0124, 1120.00, 56.00, 1064.00, 2024-12-24, Paid
24IN0125, 24RS0125, 800.00, 40.00, 760.00, 2024-12-24, Paid
24IN0126, 24RS0126, 1190.00, 59.50, 1130.50, 2024-12-24, Paid
24IN0127, 24RS0127, 480.00, 24.00, 456.00, 2024-12-24, Paid
24IN0128, 24RS0128, 875.00, 43.75, 831.25, 2024-12-24, Paid
24IN0129, 24RS0129, 750.00, 37.50, 712.50, 2024-12-24, Paid
24IN0130, 24RS0130, 1190.00, 59.50, 1130.50, 2024-12-24, Paid
24IN0131, 24RS0131, 1020.00, 51.00, 969.00, 2024-12-25, Paid
24IN0132, 24RS0132, 500.00, 25.00, 475.00, 2024-12-25, Paid
24IN0133, 24RS0133, 1080.00, 54.00, 1026.00, 2024-12-25, Paid
24IN0134, 24RS0134, 960.00, 48.00, 912.00, 2024-12-25, Paid
24IN0135, 24RS0135, 800.00, 40.00, 760.00, 2024-12-25, Paid
24IN0136, 24RS0136, 250.00, 12.50, 237.50, 2024-12-26, Paid
24IN0137, 24RS0137, 1020.00, 51.00, 969.00, 2024-12-27, Paid
24IN0138, 24RS0138, 250.00, 12.50, 237.50, 2024-12-29, Paid
24IN0139, 24RS0139, 480.00, 24.00, 456.00, 2024-12-30, Paid
24IN0140, 24RS0140, 540.00, 27.00, 513.00, 2024-12-30, Paid
24IN0141, 24RS0141, 250.00, 12.50, 237.50, 2024-12-31, Paid
24IN0142, 24RS0142, 250.00, 12.50, 237.50, 2025-01-01, Paid
